acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churned,recruit_date,cancel_date,tenure_months,tenure_bin,monthly_revenue_rate
online,2018-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1070,1,2016-01-01,2018-03-01,26.0,24,41.15384615384615
phone,2020-11,46.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1910,1,2017-01-01,2020-11-01,46.0,42,41.52173913043478
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2610,0,2016-01-01,,72.40473061760841,72,36.04736842105263
online,2019-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1060,1,2017-01-01,2019-01-01,24.0,24,44.166666666666664
pos,2018-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,850,1,2017-01-01,2018-04-01,15.0,15,56.666666666666664
outgoing call - promo,2018-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,670,1,2016-01-01,2018-03-01,26.0,24,25.76923076923077
outgoing call - promo,2018-11,22.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,530,1,2017-01-01,2018-11-01,22.0,22,24.09090909090909
pos,2018-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,550,1,2017-01-01,2018-01-01,12.0,12,45.833333333333336
phone,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1060,1,2017-01-01,2018-11-01,22.0,22,48.18181818181818
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2870,0,2017-01-01,,60.381077529566355,60,47.53144722524483
outgoing call - promo,2019-10,45.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2340,1,2016-01-01,2019-10-01,45.0,42,52.0
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2980,0,2017-01-01,,60.381077529566355,60,49.3532100108814
online,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,890,1,2017-01-01,2018-11-01,22.0,22,40.45454545454545
online,2020-01,36.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2020,1,2017-01-01,2020-01-01,36.0,36,56.111111111111114
online,2017-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,630,1,2016-01-01,2017-11-01,22.0,22,28.636363636363637
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,0,2017-01-01,,60.381077529566355,60,39.91316648531012
phone,2020-01,48.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1960,1,2016-01-01,2020-01-01,48.0,48,40.833333333333336
online,2021-10,69.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2840,1,2016-01-01,2021-10-01,69.0,66,41.15942028985507
phone,2020-07,42.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1770,1,2017-01-01,2020-07-01,42.0,42,42.142857142857146
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,0,2016-01-01,,72.40473061760841,72,40.05263157894737
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3140,0,2016-01-01,,72.40473061760841,72,43.36733212341198
online,2019-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1000,1,2017-01-01,2019-02-01,25.0,24,40.0
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
phone,2018-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,550,1,2017-01-01,2018-01-01,12.0,12,45.833333333333336
outgoing call - promo,2018-03,26.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1070,1,2016-01-01,2018-03-01,26.0,24,41.15384615384615
phone,2017-10,9.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,460,1,2017-01-01,2017-10-01,9.0,9,51.111111111111114
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2550,0,2017-01-01,,60.381077529566355,60,42.23177366702939
phone,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
phone,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,330,1,2016-01-01,2016-08-01,7.0,7,47.142857142857146
outgoing call - promo,2017-07,18.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,600,1,2016-01-01,2017-07-01,18.0,18,33.333333333333336
outgoing call - promo,2020-12,47.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1550,1,2017-01-01,2020-12-01,47.0,42,32.97872340425532
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2940,0,2016-01-01,,72.40473061760841,72,40.60508166969147
online,2017-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,600,1,2016-01-01,2017-03-01,14.0,14,42.857142857142854
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3810,0,2017-01-01,,60.381077529566355,60,63.09923830250273
online,2016-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,420,1,2016-01-01,2016-11-01,10.0,10,42.0
phone,2017-09,8.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,1,2017-01-01,2017-09-01,8.0,8,33.75
phone,2021-11,70.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3050,1,2016-01-01,2021-11-01,70.0,66,43.57142857142857
pos,2018-05,16.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,670,1,2017-01-01,2018-05-01,16.0,16,41.875
online,2017-08,7.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,330,1,2017-01-01,2017-08-01,7.0,7,47.142857142857146
online,2019-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1270,1,2017-01-01,2019-07-01,30.0,30,42.333333333333336
outgoing call - promo,2018-01,12.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,160,1,2017-01-01,2018-01-01,12.0,12,13.333333333333334
phone,2018-09,32.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1310,1,2016-01-01,2018-09-01,32.0,30,40.9375
outgoing call - promo,2019-04,27.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,940,1,2017-01-01,2019-04-01,27.0,27,34.81481481481482
phone,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1110,1,2016-01-01,2018-02-01,25.0,24,44.4
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2560,0,2017-01-01,,60.381077529566355,60,42.397388465723616
outgoing call - promo,2020-11,46.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1950,1,2017-01-01,2020-11-01,46.0,42,42.391304347826086
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3160,0,2016-01-01,,72.40473061760841,72,43.64355716878403
outgoing call - promo,2017-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,310,1,2017-01-01,2017-12-01,11.0,11,28.181818181818183
phone,2019-09,32.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1410,1,2017-01-01,2019-09-01,32.0,30,44.0625
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-01-01,0.0,0,
outgoing call - promo,2017-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,200,1,2016-01-01,2017-02-01,13.0,13,15.384615384615385
outgoing call - promo,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,120,1,2016-01-01,2016-06-01,5.0,5,24.0
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2630,0,2017-01-01,,60.381077529566355,60,43.556692056583245
online,2019-08,31.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1470,1,2017-01-01,2019-08-01,31.0,30,47.41935483870968
phone,2020-09,44.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1790,1,2017-01-01,2020-09-01,44.0,42,40.68181818181818
phone,2019-12,47.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1740,1,2016-01-01,2019-12-01,47.0,42,37.02127659574468
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1870,0,2017-01-01,,60.381077529566355,60,30.96996735582155
outgoing call - promo,2018-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,290,1,2017-01-01,2018-03-01,14.0,14,20.714285714285715
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,0,2017-01-01,,60.381077529566355,60,40.41001088139282
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4060,0,2016-01-01,,72.40473061760841,72,56.07368421052632
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2850,0,2016-01-01,,72.40473061760841,72,39.362068965517246
phone,2018-09,32.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1950,1,2016-01-01,2018-09-01,32.0,30,60.9375
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,0,2017-01-01,,60.381077529566355,60,40.244396082698586
online,2017-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,830,1,2017-01-01,2017-12-01,11.0,11,75.45454545454545
online,2019-04,39.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1830,1,2016-01-01,2019-04-01,39.0,36,46.92307692307692
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,0,2017-01-01,,60.381077529566355,60,39.91316648531012
online,2021-04,63.0,fiber,True,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3100,1,2016-01-01,2021-04-01,63.0,60,49.20634920634921
pos,2018-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1770,1,2016-01-01,2018-10-01,33.0,33,53.63636363636363
phone,2016-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,540,1,2016-01-01,2016-12-01,11.0,11,49.09090909090909
phone,2018-11,34.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2210,1,2016-01-01,2018-11-01,34.0,33,65.0
phone,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,230,1,2016-01-01,2016-06-01,5.0,5,46.0
outgoing call - promo,2017-07,18.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,470,1,2016-01-01,2017-07-01,18.0,18,26.11111111111111
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2050,0,2017-01-01,,60.381077529566355,60,33.95103373231774
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3790,0,2017-01-01,,60.381077529566355,60,62.76800870511426
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3050,0,2017-01-01,,60.381077529566355,60,50.51251360174103
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2520,0,2016-01-01,,72.40473061760841,72,34.804355716878405
phone,2021-05,64.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2650,1,2016-01-01,2021-05-01,64.0,60,41.40625
phone,2020-11,46.0,adsl,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1620,1,2017-01-01,2020-11-01,46.0,42,35.21739130434783
phone,2018-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1410,1,2016-01-01,2018-04-01,27.0,27,52.22222222222222
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3900,0,2016-01-01,,72.40473061760841,72,53.863883847549914
online,2019-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1040,1,2017-01-01,2019-01-01,24.0,24,43.333333333333336
pos,2018-09,32.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1710,1,2016-01-01,2018-09-01,32.0,30,53.4375
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3310,0,2016-01-01,,72.40473061760841,72,45.71524500907441
online,2016-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,940,1,2016-01-01,2016-11-01,10.0,10,94.0
phone,2018-01,24.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1050,1,2016-01-01,2018-01-01,24.0,24,43.75
online,2020-03,50.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2170,1,2016-01-01,2020-03-01,50.0,48,43.4
phone,2020-10,57.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2390,1,2016-01-01,2020-10-01,57.0,54,41.92982456140351
phone,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-09-01,8.0,8,0.0
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3740,0,2017-01-01,,60.381077529566355,60,61.9399347116431
pos,2018-05,28.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1200,1,2016-01-01,2018-05-01,28.0,27,42.857142857142854
online,2018-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1270,1,2017-01-01,2018-08-01,19.0,19,66.84210526315789
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-01-01,0.0,0,
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2990,0,2016-01-01,,72.40473061760841,72,41.2956442831216
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,0,2017-01-01,,60.381077529566355,60,40.741240478781286
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2390,0,2017-01-01,,60.381077529566355,60,39.58193688792166
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2850,0,2016-01-01,,72.40473061760841,72,39.362068965517246
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1730,0,2016-01-01,,72.40473061760841,72,23.893466424682398
online,2019-12,35.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1520,1,2017-01-01,2019-12-01,35.0,33,43.42857142857143
online,2021-10,57.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2340,1,2017-01-01,2021-10-01,57.0,54,41.05263157894737
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,1,2016-01-01,2017-03-01,14.0,14,17.857142857142858
online,2017-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,690,1,2016-01-01,2017-07-01,18.0,18,38.333333333333336
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3590,0,2017-01-01,,60.381077529566355,60,59.4557127312296
phone,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,180,1,2016-01-01,2016-04-01,3.0,3,60.0
online,2020-11,46.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1850,1,2017-01-01,2020-11-01,46.0,42,40.21739130434783
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2230,0,2017-01-01,,60.381077529566355,60,36.932100108813934
online,2021-01,60.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2250,1,2016-01-01,2021-01-01,60.0,60,37.5
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2920,0,2016-01-01,,72.40473061760841,72,40.32885662431942
online,2019-08,43.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1660,1,2016-01-01,2019-08-01,43.0,42,38.604651162790695
outgoing call - promo,2018-05,16.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,210,1,2017-01-01,2018-05-01,16.0,16,13.125
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2480,0,2017-01-01,,60.381077529566355,60,41.07247007616975
outgoing call - promo,2019-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,690,1,2017-01-01,2019-02-01,25.0,24,27.6
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2020,0,2017-01-01,,60.381077529566355,60,33.45418933623504
outgoing call - promo,2016-03,2.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2016-01-01,2016-03-01,2.0,2,0.0
phone,2019-09,44.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1880,1,2016-01-01,2019-09-01,44.0,42,42.72727272727273
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2850,0,2016-01-01,,72.40473061760841,72,39.362068965517246
phone,2021-07,66.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2740,1,2016-01-01,2021-07-01,66.0,66,41.515151515151516
outgoing call - promo,2020-06,41.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1770,1,2017-01-01,2020-06-01,41.0,36,43.170731707317074
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4360,0,2016-01-01,,72.40473061760841,72,60.21705989110708
outgoing call - promo,,,adsl,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2090,0,2017-01-01,,60.381077529566355,60,34.61349292709467
